#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
    369      7.25e+00    7.01e+00      1.33e-01    1.30e-01      2.29e-01    2.22e-01    1.0e-03
    378      7.10e+00    6.76e+00      5.61e-02    5.93e-02      2.24e-01    2.14e-01    1.0e-03
    387      6.78e+00    6.81e+00      1.85e-02    1.87e-02      2.15e-01    2.15e-01    1.0e-03
    396      6.13e+00    6.71e+00      4.35e-02    4.14e-02      1.94e-01    2.12e-01    1.0e-03
    405      6.27e+00    6.62e+00      9.32e-04    1.51e-03      1.98e-01    2.09e-01    1.0e-03
    414      6.46e+00    6.72e+00      9.47e-03    4.56e-03      2.04e-01    2.13e-01    1.0e-03
    423      6.49e+00    6.66e+00      4.26e-03    6.00e-03      2.05e-01    2.11e-01    1.0e-03
    432      6.65e+00    6.40e+00      1.05e-02    1.00e-02      2.10e-01    2.02e-01    1.0e-03
    441      6.95e+00    7.01e+00      4.90e-02    4.96e-02      2.20e-01    2.22e-01    1.0e-03
    450      6.93e+00    6.86e+00      2.48e-02    2.23e-02      2.19e-01    2.17e-01    1.0e-03
    459      6.44e+00    6.37e+00      2.67e-02    2.71e-02      2.04e-01    2.01e-01    1.0e-03
    468      6.36e+00    6.29e+00      8.18e-03    7.72e-03      2.01e-01    1.99e-01    1.0e-03
    477      6.27e+00    6.63e+00      5.71e-02    5.79e-02      1.98e-01    2.10e-01    1.0e-03
    486      6.27e+00    6.81e+00      3.24e-02    3.49e-02      1.98e-01    2.15e-01    1.0e-03
    495      6.87e+00    6.79e+00      1.58e-02    1.62e-02      2.17e-01    2.15e-01    1.0e-03
    504      7.42e+00    6.55e+00      1.54e-02    1.75e-02      2.35e-01    2.07e-01    1.0e-03
    513      6.42e+00    6.24e+00      1.13e-03    1.91e-03      2.03e-01    1.97e-01    1.0e-03
    522      6.42e+00    6.37e+00      1.05e-02    1.05e-02      2.03e-01    2.01e-01    1.0e-03
    531      5.84e+00    6.32e+00      1.47e-02    1.31e-02      1.85e-01    2.00e-01    1.0e-03
    540      6.14e+00    6.25e+00      5.18e-02    5.68e-02      1.94e-01    1.97e-01    1.0e-03
    549      5.86e+00    6.06e+00      1.41e-02    1.06e-02      1.85e-01    1.92e-01    1.0e-03
    558      6.49e+00    6.05e+00      2.95e-03    1.62e-03      2.05e-01    1.91e-01    1.0e-03
    567      5.64e+00    6.17e+00      1.28e-02    8.36e-03      1.78e-01    1.95e-01    1.0e-03
    576      8.13e+00    7.22e+00      6.69e-02    6.87e-02      2.57e-01    2.28e-01    1.0e-03
    585      6.12e+00    6.07e+00      5.73e-02    5.52e-02      1.93e-01    1.92e-01    1.0e-03
    594      5.88e+00    6.08e+00      8.48e-03    7.83e-03      1.86e-01    1.92e-01    1.0e-03
    603      5.67e+00    5.99e+00      3.26e-02    3.18e-02      1.79e-01    1.89e-01    1.0e-03
    612      5.46e+00    5.94e+00      1.13e-02    9.62e-03      1.73e-01    1.88e-01    1.0e-03
    621      6.31e+00    6.01e+00      2.48e-02    2.67e-02      1.99e-01    1.90e-01    1.0e-03
    630      6.07e+00    6.36e+00      2.85e-02    3.02e-02      1.92e-01    2.01e-01    1.0e-03
    639      6.11e+00    5.93e+00      5.04e-03    5.48e-03      1.93e-01    1.88e-01    1.0e-03
    648      6.02e+00    5.92e+00      4.25e-02    4.01e-02      1.90e-01    1.87e-01    1.0e-03
    657      6.01e+00    5.84e+00      4.83e-02    4.71e-02      1.90e-01    1.85e-01    1.0e-03
    666      5.90e+00    6.02e+00      2.75e-02    2.69e-02      1.86e-01    1.90e-01    1.0e-03
    675      5.89e+00    5.81e+00      7.82e-03    1.03e-02      1.86e-01    1.84e-01    1.0e-03
    684      5.93e+00    5.77e+00      4.17e-02    4.08e-02      1.87e-01    1.82e-01    1.0e-03
    693      6.87e+00    5.92e+00      4.42e-02    4.63e-02      2.17e-01    1.87e-01    1.0e-03
    702      5.33e+00    5.83e+00      2.20e-03    2.02e-03      1.68e-01    1.84e-01    1.0e-03
    711      5.60e+00    5.63e+00      1.32e-02    1.04e-02      1.77e-01    1.78e-01    1.0e-03
    720      7.68e+00    6.90e+00      5.47e-02    5.63e-02      2.43e-01    2.18e-01    1.0e-03
    729      6.45e+00    6.31e+00      1.38e-01    1.39e-01      2.04e-01    1.99e-01    1.0e-03
    738      5.31e+00    5.66e+00      4.03e-02    4.32e-02      1.68e-01    1.79e-01    1.0e-03
    747      5.14e+00    5.60e+00      5.23e-03    5.99e-03      1.62e-01    1.77e-01    1.0e-03
    756      5.23e+00    5.57e+00      5.31e-03    3.59e-03      1.65e-01    1.76e-01    1.0e-03
    765      5.75e+00    5.67e+00      2.22e-02    2.49e-02      1.82e-01    1.79e-01    1.0e-03
    774      5.43e+00    5.68e+00      1.03e-02    1.47e-02      1.72e-01    1.79e-01    1.0e-03
    783      5.73e+00    5.58e+00      1.22e-02    1.35e-02      1.81e-01    1.76e-01    1.0e-03
    792      5.56e+00    5.54e+00      7.40e-03    9.30e-03      1.76e-01    1.75e-01    1.0e-03
    801      5.49e+00    5.46e+00      1.98e-02    2.14e-02      1.74e-01    1.73e-01    1.0e-03
    810      5.55e+00    5.64e+00      3.43e-02    3.48e-02      1.75e-01    1.78e-01    1.0e-03
    819      5.07e+00    5.48e+00      3.38e-02    3.11e-02      1.60e-01    1.73e-01    1.0e-03
    828      5.64e+00    5.44e+00      3.59e-02    3.54e-02      1.78e-01    1.72e-01    1.0e-03
    837      4.80e+00    5.42e+00      1.02e-02    1.12e-02      1.52e-01    1.72e-01    1.0e-03
    846      5.11e+00    5.30e+00      1.43e-02    1.57e-02      1.61e-01    1.68e-01    1.0e-03
    855      5.76e+00    5.46e+00      1.49e-02    1.22e-02      1.82e-01    1.73e-01    1.0e-03
    864      5.47e+00    5.39e+00      2.96e-02    2.88e-02      1.73e-01    1.71e-01    1.0e-03
    873      5.37e+00    5.38e+00      6.04e-03    5.45e-03      1.70e-01    1.70e-01    1.0e-03
    882      6.95e+00    6.75e+00      8.74e-02    9.01e-02      2.20e-01    2.14e-01    1.0e-03
    891      5.41e+00    5.60e+00      4.72e-02    4.51e-02      1.71e-01    1.77e-01    1.0e-03
    900      5.21e+00    5.47e+00      1.05e-02    1.25e-02      1.65e-01    1.73e-01    1.0e-03
    909      5.56e+00    5.33e+00      2.09e-02    2.09e-02      1.76e-01    1.68e-01    1.0e-03
    918      5.14e+00    5.31e+00      3.93e-03    1.83e-03      1.63e-01    1.68e-01    1.0e-03
    927      4.77e+00    5.29e+00      6.71e-03    6.54e-03      1.51e-01    1.67e-01    1.0e-03
    936      5.58e+00    5.30e+00      3.40e-03    6.22e-03      1.76e-01    1.67e-01    1.0e-03
    945      5.31e+00    5.36e+00      2.88e-02    2.97e-02      1.68e-01    1.69e-01    1.0e-03
    954      5.42e+00    5.22e+00      2.17e-02    2.09e-02      1.71e-01    1.65e-01    1.0e-03
    963      5.35e+00    5.45e+00      2.80e-02    2.78e-02      1.69e-01    1.72e-01    1.0e-03
    972      5.36e+00    5.36e+00      6.55e-03    8.16e-03      1.69e-01    1.70e-01    1.0e-03
    981      5.26e+00    5.13e+00      5.74e-02    5.98e-02      1.66e-01    1.62e-01    1.0e-03
    990      4.78e+00    5.35e+00      4.41e-02    4.11e-02      1.51e-01    1.69e-01    1.0e-03
    999      6.19e+00    5.25e+00      2.43e-02    2.67e-02      1.96e-01    1.66e-01    1.0e-03
   1008      5.49e+00    5.25e+00      1.31e-02    1.06e-02      1.73e-01    1.66e-01    1.0e-03
   1017      5.28e+00    5.54e+00      5.75e-02    5.94e-02      1.67e-01    1.75e-01    1.0e-03
   1026      5.87e+00    5.65e+00      1.12e-02    1.11e-02      1.86e-01    1.79e-01    1.0e-03
   1035      5.48e+00    6.05e+00      6.14e-02    6.40e-02      1.73e-01    1.91e-01    1.0e-03
   1044      5.05e+00    5.02e+00      4.75e-02    4.29e-02      1.60e-01    1.59e-01    1.0e-03
   1053      4.97e+00    5.18e+00      1.54e-02    1.66e-02      1.57e-01    1.64e-01    1.0e-03
   1062      4.86e+00    5.23e+00      7.14e-04    2.56e-03      1.54e-01    1.65e-01    1.0e-03
   1071      5.10e+00    5.19e+00      3.84e-02    3.74e-02      1.61e-01    1.64e-01    1.0e-03
   1080      5.28e+00    5.22e+00      2.79e-02    2.91e-02      1.67e-01    1.65e-01    1.0e-03
   1089      4.89e+00    5.21e+00      3.49e-02    3.76e-02      1.55e-01    1.65e-01    1.0e-03
   1098      6.49e+00    5.54e+00      3.06e-02    3.15e-02      2.05e-01    1.75e-01    1.0e-03
   1107      5.81e+00    5.42e+00      6.27e-02    6.58e-02      1.84e-01    1.71e-01    1.0e-03
   1116      5.45e+00    5.36e+00      2.35e-02    2.32e-02      1.72e-01    1.69e-01    1.0e-03
   1125      6.23e+00    5.16e+00      7.91e-02    8.13e-02      1.97e-01    1.63e-01    1.0e-03
   1134      6.02e+00    5.90e+00      2.95e-02    2.91e-02      1.90e-01    1.87e-01    1.0e-03
   1143      5.56e+00    5.31e+00      3.40e-02    3.66e-02      1.76e-01    1.68e-01    1.0e-03
   1152      5.08e+00    5.09e+00      8.50e-03    9.47e-03      1.61e-01    1.61e-01    1.0e-03
   1161      6.12e+00    5.18e+00      1.04e-03    3.01e-03      1.94e-01    1.64e-01    1.0e-03
   1170      5.41e+00    5.47e+00      6.04e-02    6.07e-02      1.71e-01    1.73e-01    1.0e-03
   1179      5.15e+00    5.01e+00      2.00e-02    2.13e-02      1.63e-01    1.58e-01    1.0e-03
   1188      5.49e+00    5.33e+00      2.76e-02    2.74e-02      1.74e-01    1.68e-01    1.0e-03
   1197      4.96e+00    5.14e+00      1.49e-02    1.69e-02      1.57e-01    1.63e-01    1.0e-03
   1206      5.01e+00    4.97e+00      2.06e-02    2.30e-02      1.58e-01    1.57e-01    1.0e-03
   1215      4.79e+00    5.29e+00      1.38e-02    1.65e-02      1.51e-01    1.67e-01    1.0e-03
   1224      5.16e+00    4.97e+00      3.08e-03    5.76e-03      1.63e-01    1.57e-01    1.0e-03
   1233      4.91e+00    5.14e+00      7.91e-03    5.48e-03      1.55e-01    1.62e-01    1.0e-03
   1242      5.42e+00    5.04e+00      1.43e-02    1.78e-02      1.72e-01    1.59e-01    1.0e-03
   1251      4.86e+00    5.09e+00      2.74e-02    3.07e-02      1.54e-01    1.61e-01    1.0e-03
   1260      5.78e+00    5.85e+00      4.88e-02    5.03e-02      1.83e-01    1.85e-01    1.0e-03
   1269      5.52e+00    5.49e+00      1.74e-02    1.75e-02      1.75e-01    1.74e-01    1.0e-03
   1278      5.04e+00    5.19e+00      3.62e-02    3.64e-02      1.59e-01    1.64e-01    1.0e-03
   1287      5.32e+00    4.94e+00      2.39e-02    2.66e-02      1.68e-01    1.56e-01    1.0e-03
   1296      4.86e+00    4.93e+00      5.07e-03    9.05e-03      1.54e-01    1.56e-01    1.0e-03
   1305      4.38e+00    4.91e+00      5.06e-04    2.46e-03      1.38e-01    1.55e-01    1.0e-03
   1314      4.47e+00    4.83e+00      9.19e-03    9.23e-03      1.41e-01    1.53e-01    1.0e-03
   1323      5.17e+00    5.13e+00      4.51e-03    3.65e-03      1.63e-01    1.62e-01    1.0e-03
   1332      4.71e+00    5.09e+00      3.68e-03    5.67e-03      1.49e-01    1.61e-01    1.0e-03
   1341      4.97e+00    5.31e+00      5.74e-02    5.84e-02      1.57e-01    1.68e-01    1.0e-03
   1350      5.41e+00    5.49e+00      5.29e-03    7.75e-03      1.71e-01    1.74e-01    1.0e-03
   1359      5.33e+00    5.10e+00      2.76e-02    2.95e-02      1.68e-01    1.61e-01    1.0e-03
   1368      5.44e+00    5.14e+00      4.08e-02    4.35e-02      1.72e-01    1.62e-01    1.0e-03
   1377      4.99e+00    5.09e+00      3.10e-02    3.19e-02      1.58e-01    1.61e-01    1.0e-03
   1386      5.22e+00    5.01e+00      6.74e-03    6.96e-03      1.65e-01    1.58e-01    1.0e-03
   1395      4.88e+00    4.89e+00      2.32e-03    4.53e-03      1.54e-01    1.55e-01    1.0e-03
   1404      5.08e+00    4.90e+00      4.87e-03    2.48e-03      1.61e-01    1.55e-01    1.0e-03
   1413      5.20e+00    5.01e+00      2.41e-02    2.43e-02      1.64e-01    1.58e-01    1.0e-03
   1422      4.51e+00    4.92e+00      1.72e-02    1.55e-02      1.43e-01    1.56e-01    1.0e-03
   1431      5.36e+00    5.62e+00      8.72e-02    8.56e-02      1.69e-01    1.78e-01    1.0e-03
   1440      4.97e+00    4.87e+00      1.67e-02    1.54e-02      1.57e-01    1.54e-01    1.0e-03
   1449      4.59e+00    4.79e+00      1.96e-02    2.26e-02      1.45e-01    1.51e-01    1.0e-03
   1458      4.94e+00    4.81e+00      2.99e-03    1.94e-03      1.56e-01    1.52e-01    1.0e-03
   1467      4.82e+00    4.88e+00      2.71e-02    2.42e-02      1.53e-01    1.54e-01    1.0e-03
   1476      5.22e+00    5.25e+00      4.04e-02    4.00e-02      1.65e-01    1.66e-01    1.0e-03
   1485      6.03e+00    5.00e+00      3.91e-02    3.64e-02      1.91e-01    1.58e-01    1.0e-03
   1494      4.93e+00    4.77e+00      1.18e-02    9.84e-03      1.56e-01    1.51e-01    1.0e-03
   1503      5.43e+00    5.59e+00      6.54e-02    6.64e-02      1.72e-01    1.77e-01    1.0e-03
   1512      4.63e+00    4.88e+00      7.75e-03    1.02e-02      1.46e-01    1.54e-01    1.0e-03
   1521      5.14e+00    4.75e+00      1.53e-02    1.51e-02      1.62e-01    1.50e-01    1.0e-03
   1530      4.71e+00    4.69e+00      1.68e-02    2.08e-02      1.49e-01    1.48e-01    1.0e-03
   1539      4.72e+00    5.02e+00      3.64e-02    3.76e-02      1.49e-01    1.59e-01    1.0e-03
   1548      6.61e+00    5.60e+00      5.10e-02    5.21e-02      2.09e-01    1.77e-01    1.0e-03
   1557      4.53e+00    5.08e+00      2.07e-02    2.05e-02      1.43e-01    1.61e-01    1.0e-03
   1566      4.45e+00    4.76e+00      1.95e-02    2.13e-02      1.41e-01    1.50e-01    1.0e-03
   1575      4.48e+00    4.84e+00      1.78e-02    2.04e-02      1.42e-01    1.53e-01    1.0e-03
   1584      4.43e+00    4.87e+00      1.39e-02    1.56e-02      1.40e-01    1.54e-01    1.0e-03
   1593      5.84e+00    4.77e+00      1.39e-03    4.09e-03      1.85e-01    1.51e-01    1.0e-03
   1602      4.89e+00    4.77e+00      2.19e-02    1.93e-02      1.55e-01    1.51e-01    1.0e-03
   1611      5.81e+00    5.81e+00      4.30e-02    4.30e-02      1.84e-01    1.84e-01    1.0e-03
   1620      5.87e+00    5.62e+00      1.01e-01    9.95e-02      1.85e-01    1.78e-01    1.0e-03
   1629      4.76e+00    4.83e+00      1.28e-02    1.25e-02      1.50e-01    1.53e-01    1.0e-03
   1638      5.51e+00    5.21e+00      1.92e-02    1.87e-02      1.74e-01    1.65e-01    1.0e-03
   1647      4.53e+00    4.78e+00      2.34e-02    2.30e-02      1.43e-01    1.51e-01    1.0e-03
   1656      4.50e+00    4.89e+00      3.57e-02    3.50e-02      1.42e-01    1.55e-01    1.0e-03
   1665      4.66e+00    4.71e+00      2.87e-03    1.58e-03      1.47e-01    1.49e-01    1.0e-03
   1674      4.35e+00    4.59e+00      6.82e-03    9.25e-03      1.37e-01    1.45e-01    1.0e-03
   1683      4.95e+00    4.70e+00      1.70e-02    1.99e-02      1.57e-01    1.49e-01    1.0e-03
   1692      4.88e+00    4.69e+00      5.83e-03    5.17e-03      1.54e-01    1.48e-01    1.0e-03
   1701      5.11e+00    4.58e+00      4.83e-03    8.55e-03      1.62e-01    1.45e-01    1.0e-03
   1710      5.82e+00    4.59e+00      2.67e-02    2.85e-02      1.84e-01    1.45e-01    1.0e-03
   1719      4.41e+00    4.75e+00      1.25e-02    1.10e-02      1.39e-01    1.50e-01    1.0e-03
   1728      4.98e+00    4.99e+00      1.66e-02    1.79e-02      1.57e-01    1.58e-01    1.0e-03
   1737      4.57e+00    4.67e+00      9.09e-03    1.14e-02      1.44e-01    1.48e-01    1.0e-03
   1746      4.41e+00    4.67e+00      1.27e-02    1.57e-02      1.39e-01    1.48e-01    1.0e-03
   1755      4.78e+00    4.70e+00      1.46e-03    2.84e-03      1.51e-01    1.49e-01    1.0e-03
   1764      5.19e+00    5.64e+00      6.65e-02    6.56e-02      1.64e-01    1.78e-01    1.0e-03
   1773      5.26e+00    4.86e+00      4.09e-02    4.14e-02      1.66e-01    1.54e-01    1.0e-03
   1782      4.68e+00    4.82e+00      1.24e-02    9.76e-03      1.48e-01    1.52e-01    1.0e-03
   1791      5.04e+00    4.73e+00      2.10e-03    1.32e-03      1.59e-01    1.50e-01    1.0e-03
   1800      4.64e+00    4.72e+00      1.34e-02    1.40e-02      1.47e-01    1.49e-01    1.0e-03
   1809      4.57e+00    4.69e+00      2.45e-02    2.34e-02      1.44e-01    1.48e-01    1.0e-03
   1818      4.96e+00    4.69e+00      1.57e-03    2.12e-03      1.57e-01    1.48e-01    1.0e-03
   1827      4.72e+00    5.11e+00      3.41e-02    3.59e-02      1.49e-01    1.62e-01    1.0e-03
   1836      4.34e+00    4.65e+00      1.42e-02    1.23e-02      1.37e-01    1.47e-01    1.0e-03
   1845      4.99e+00    4.61e+00      2.82e-02    3.03e-02      1.58e-01    1.46e-01    1.0e-03
   1854      5.03e+00    4.86e+00      1.58e-02    1.82e-02      1.59e-01    1.54e-01    1.0e-03
   1863      4.05e+00    4.62e+00      1.29e-03    2.69e-03      1.28e-01    1.46e-01    1.0e-03
   1872      4.63e+00    4.84e+00      2.41e-02    2.42e-02      1.46e-01    1.53e-01    1.0e-03
   1881      6.23e+00    5.14e+00      4.21e-02    4.50e-02      1.97e-01    1.62e-01    1.0e-03
   1890      5.11e+00    4.71e+00      2.66e-03    2.95e-03      1.61e-01    1.49e-01    1.0e-03
   1899      5.77e+00    4.64e+00      1.05e-02    1.13e-02      1.83e-01    1.47e-01    1.0e-03
   1908      4.34e+00    4.63e+00      7.16e-03    7.14e-03      1.37e-01    1.46e-01    1.0e-03
   1917      4.66e+00    4.50e+00      3.63e-03    6.64e-03      1.47e-01    1.42e-01    1.0e-03
   1926      4.72e+00    4.57e+00      1.74e-02    2.00e-02      1.49e-01    1.44e-01    1.0e-03
   1935      4.77e+00    4.67e+00      1.49e-02    1.13e-02      1.51e-01    1.48e-01    1.0e-03
   1944      4.27e+00    4.64e+00      2.58e-02    2.40e-02      1.35e-01    1.47e-01    1.0e-03
   1953      4.73e+00    4.46e+00      7.91e-03    9.46e-03      1.50e-01    1.41e-01    1.0e-03
   1962      4.38e+00    4.61e+00      2.75e-02    2.43e-02      1.39e-01    1.46e-01    1.0e-03
   1971      4.98e+00    4.93e+00      2.12e-02    2.08e-02      1.57e-01    1.56e-01    1.0e-03
   1980      4.61e+00    4.60e+00      1.91e-02    1.70e-02      1.46e-01    1.45e-01    1.0e-03
   1989      4.91e+00    4.55e+00      1.26e-02    1.64e-02      1.55e-01    1.44e-01    1.0e-03
   1998      4.18e+00    4.70e+00      7.16e-03    7.13e-03      1.32e-01    1.49e-01    1.0e-03
   2007      4.69e+00    4.61e+00      2.01e-02    2.15e-02      1.48e-01    1.46e-01    1.0e-03
   2016      4.60e+00    4.68e+00      1.86e-02    1.60e-02      1.45e-01    1.48e-01    1.0e-03
   2025      4.54e+00    4.59e+00      1.12e-02    8.64e-03      1.44e-01    1.45e-01    1.0e-03
   2034      4.68e+00    4.62e+00      2.47e-02    2.32e-02      1.48e-01    1.46e-01    1.0e-03
   2043      4.67e+00    4.58e+00      1.26e-02    1.43e-02      1.48e-01    1.45e-01    1.0e-03
   2052      4.99e+00    4.70e+00      1.69e-02    2.06e-02      1.58e-01    1.49e-01    1.0e-03
   2061      4.28e+00    4.63e+00      1.76e-02    1.93e-02      1.35e-01    1.47e-01    1.0e-03
   2070      4.98e+00    4.64e+00      3.19e-02    3.21e-02      1.58e-01    1.47e-01    1.0e-03
   2079      4.57e+00    4.64e+00      1.84e-04    3.70e-03      1.45e-01    1.47e-01    1.0e-03
   2088      4.65e+00    4.63e+00      4.28e-02    4.17e-02      1.47e-01    1.46e-01    1.0e-03
   2097      4.47e+00    4.60e+00      2.57e-02    2.58e-02      1.42e-01    1.45e-01    1.0e-03
   2106      5.54e+00    5.31e+00      8.54e-02    8.26e-02      1.75e-01    1.68e-01    1.0e-03
   2115      5.72e+00    4.59e+00      4.62e-03    7.34e-03      1.81e-01    1.45e-01    1.0e-03
   2124      5.38e+00    5.09e+00      1.84e-02    2.02e-02      1.70e-01    1.61e-01    1.0e-03
   2133      4.77e+00    4.53e+00      7.98e-04    2.85e-03      1.51e-01    1.43e-01    1.0e-03
   2142      4.22e+00    4.58e+00      3.22e-02    3.09e-02      1.33e-01    1.45e-01    1.0e-03
   2151      5.26e+00    5.06e+00      3.69e-02    3.63e-02      1.66e-01    1.60e-01    1.0e-03
   2160      4.36e+00    4.65e+00      1.55e-02    1.58e-02      1.38e-01    1.47e-01    1.0e-03
   2169      4.65e+00    4.53e+00      1.25e-02    1.05e-02      1.47e-01    1.43e-01    1.0e-03
   2178      4.24e+00    4.57e+00      6.77e-03    4.14e-03      1.34e-01    1.45e-01    1.0e-03
   2187      4.99e+00    4.76e+00      2.29e-02    2.48e-02      1.58e-01    1.51e-01    1.0e-03
   2196      4.72e+00    4.72e+00      5.90e-03    5.50e-03      1.49e-01    1.49e-01    1.0e-03
   2205      4.17e+00    4.54e+00      8.52e-03    1.03e-02      1.32e-01    1.43e-01    1.0e-03
   2214      4.66e+00    4.72e+00      3.25e-02    3.10e-02      1.47e-01    1.49e-01    1.0e-03
   2223      4.19e+00    4.78e+00      8.79e-03    7.75e-03      1.32e-01    1.51e-01    1.0e-03
   2232      5.79e+00    4.69e+00      7.54e-03    6.20e-03      1.83e-01    1.48e-01    1.0e-03
   2241      4.08e+00    4.63e+00      8.91e-03    8.25e-03      1.29e-01    1.46e-01    1.0e-03
   2250      4.46e+00    4.79e+00      3.91e-02    3.83e-02      1.41e-01    1.51e-01    1.0e-03
   2259      4.39e+00    4.55e+00      9.06e-03    9.19e-03      1.39e-01    1.44e-01    1.0e-03
   2268      4.96e+00    4.73e+00      2.28e-02    2.01e-02      1.57e-01    1.50e-01    1.0e-03
   2277      4.77e+00    4.77e+00      3.63e-02    3.25e-02      1.51e-01    1.51e-01    1.0e-03
   2286      4.86e+00    4.49e+00      8.60e-03    6.48e-03      1.54e-01    1.42e-01    1.0e-03
   2295      4.74e+00    4.60e+00      8.15e-03    8.52e-03      1.50e-01    1.46e-01    1.0e-03
   2304      4.93e+00    4.60e+00      7.34e-03    7.05e-03      1.56e-01    1.45e-01    1.0e-03
   2313      4.03e+00    4.50e+00      1.11e-02    1.01e-02      1.27e-01    1.42e-01    1.0e-03
   2322      4.92e+00    4.72e+00      2.21e-02    1.94e-02      1.56e-01    1.49e-01    1.0e-03
   2331      5.35e+00    5.11e+00      2.86e-02    2.51e-02      1.69e-01    1.62e-01    1.0e-03
   2340      4.32e+00    4.61e+00      1.10e-02    9.40e-03      1.37e-01    1.46e-01    1.0e-03
   2349      4.45e+00    4.46e+00      9.19e-03    8.61e-03      1.41e-01    1.41e-01    1.0e-03
   2358      4.15e+00    4.43e+00      1.22e-03    1.26e-03      1.31e-01    1.40e-01    1.0e-03
   2367      4.79e+00    4.67e+00      1.49e-02    1.66e-02      1.52e-01    1.48e-01    1.0e-03
