#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
   1503      3.46e+00    3.50e+00      4.47e-03    4.46e-03      1.09e-01    1.11e-01    1.0e-03
   1512      3.55e+00    3.63e+00      2.70e-02    2.66e-02      1.12e-01    1.15e-01    1.0e-03
   1521      3.58e+00    3.39e+00      1.65e-02    1.68e-02      1.13e-01    1.07e-01    1.0e-03
   1530      3.32e+00    3.17e+00      1.26e-02    1.24e-02      1.05e-01    1.00e-01    1.0e-03
   1539      3.22e+00    3.24e+00      2.82e-02    2.80e-02      1.02e-01    1.03e-01    1.0e-03
   1548      3.51e+00    3.57e+00      1.66e-02    1.65e-02      1.11e-01    1.13e-01    1.0e-03
   1557      3.31e+00    3.33e+00      4.18e-02    4.17e-02      1.05e-01    1.05e-01    1.0e-03
   1566      3.27e+00    3.26e+00      1.36e-02    1.35e-02      1.03e-01    1.03e-01    1.0e-03
   1575      3.26e+00    3.23e+00      1.49e-02    1.49e-02      1.03e-01    1.02e-01    1.0e-03
   1584      3.37e+00    3.19e+00      1.68e-02    1.70e-02      1.07e-01    1.01e-01    1.0e-03
   1593      3.18e+00    3.20e+00      9.70e-04    1.10e-03      1.01e-01    1.01e-01    1.0e-03
   1602      3.40e+00    3.34e+00      2.47e-02    2.47e-02      1.07e-01    1.06e-01    1.0e-03
   1611      3.51e+00    3.46e+00      4.89e-02    4.88e-02      1.11e-01    1.09e-01    1.0e-03
   1620      3.59e+00    3.44e+00      5.51e-02    5.48e-02      1.13e-01    1.09e-01    1.0e-03
   1629      3.18e+00    3.18e+00      5.14e-02    5.12e-02      1.01e-01    1.00e-01    1.0e-03
   1638      3.24e+00    3.24e+00      3.18e-02    3.16e-02      1.02e-01    1.03e-01    1.0e-03
   1647      3.29e+00    3.24e+00      3.74e-03    3.73e-03      1.04e-01    1.03e-01    1.0e-03
   1656      3.38e+00    3.26e+00      6.65e-03    6.83e-03      1.07e-01    1.03e-01    1.0e-03
   1665      3.47e+00    3.50e+00      1.05e-02    1.04e-02      1.10e-01    1.11e-01    1.0e-03
   1674      3.61e+00    3.55e+00      1.49e-02    1.46e-02      1.14e-01    1.12e-01    1.0e-03
   1683      3.26e+00    3.26e+00      7.91e-04    8.84e-04      1.03e-01    1.03e-01    1.0e-03
   1692      3.12e+00    3.19e+00      1.07e-02    1.10e-02      9.87e-02    1.01e-01    1.0e-03
   1701      3.52e+00    3.33e+00      2.38e-02    2.35e-02      1.11e-01    1.05e-01    1.0e-03
   1710      3.36e+00    3.38e+00      2.56e-02    2.58e-02      1.06e-01    1.07e-01    1.0e-03
   1719      3.38e+00    3.15e+00      1.47e-02    1.46e-02      1.07e-01    9.95e-02    1.0e-03
   1728      3.57e+00    3.52e+00      4.91e-03    4.92e-03      1.13e-01    1.11e-01    1.0e-03
   1737      3.28e+00    3.20e+00      2.69e-03    2.69e-03      1.04e-01    1.01e-01    1.0e-03
   1746      3.13e+00    3.19e+00      1.66e-02    1.66e-02      9.88e-02    1.01e-01    1.0e-03
   1755      3.35e+00    3.24e+00      3.61e-02    3.62e-02      1.06e-01    1.02e-01    1.0e-03
   1764      3.27e+00    3.21e+00      1.20e-02    1.22e-02      1.03e-01    1.02e-01    1.0e-03
   1773      3.98e+00    4.03e+00      2.25e-02    2.27e-02      1.26e-01    1.28e-01    1.0e-03
   1782      3.25e+00    3.17e+00      1.09e-02    1.09e-02      1.03e-01    1.00e-01    1.0e-03
   1791      3.19e+00    3.10e+00      2.72e-02    2.72e-02      1.01e-01    9.81e-02    1.0e-03
   1800      3.35e+00    3.40e+00      4.08e-02    4.10e-02      1.06e-01    1.08e-01    1.0e-03
   1809      3.63e+00    3.69e+00      3.47e-02    3.48e-02      1.15e-01    1.17e-01    1.0e-03
   1818      3.25e+00    3.29e+00      5.16e-02    5.16e-02      1.03e-01    1.04e-01    1.0e-03
   1827      3.26e+00    3.04e+00      7.79e-03    7.91e-03      1.03e-01    9.60e-02    1.0e-03
   1836      3.13e+00    3.18e+00      3.69e-02    3.71e-02      9.89e-02    1.00e-01    1.0e-03
   1845      3.28e+00    3.21e+00      1.95e-02    1.95e-02      1.04e-01    1.02e-01    1.0e-03
   1854      3.25e+00    3.13e+00      1.62e-02    1.63e-02      1.03e-01    9.89e-02    1.0e-03
   1863      3.24e+00    3.29e+00      1.57e-02    1.58e-02      1.02e-01    1.04e-01    1.0e-03
   1872      3.31e+00    3.15e+00      1.12e-02    1.16e-02      1.05e-01    9.97e-02    1.0e-03
   1881      3.17e+00    3.20e+00      1.19e-02    1.20e-02      1.00e-01    1.01e-01    1.0e-03
   1890      3.03e+00    3.04e+00      3.32e-03    3.24e-03      9.57e-02    9.60e-02    1.0e-03
   1899      3.27e+00    3.14e+00      1.66e-02    1.70e-02      1.03e-01    9.94e-02    1.0e-03
   1908      3.26e+00    3.18e+00      1.15e-03    1.13e-03      1.03e-01    1.01e-01    1.0e-03
   1917      3.49e+00    3.40e+00      2.54e-02    2.55e-02      1.10e-01    1.08e-01    1.0e-03
   1926      3.29e+00    3.20e+00      4.71e-02    4.70e-02      1.04e-01    1.01e-01    1.0e-03
   1935      3.27e+00    3.24e+00      2.35e-02    2.36e-02      1.03e-01    1.03e-01    1.0e-03
   1944      3.30e+00    3.24e+00      2.24e-02    2.24e-02      1.04e-01    1.02e-01    1.0e-03
   1953      3.61e+00    3.60e+00      1.28e-02    1.28e-02      1.14e-01    1.14e-01    1.0e-03
   1962      3.33e+00    3.22e+00      6.09e-04    7.95e-04      1.05e-01    1.02e-01    1.0e-03
   1971      3.10e+00    3.10e+00      2.54e-02    2.55e-02      9.81e-02    9.80e-02    1.0e-03
   1980      3.53e+00    3.35e+00      2.00e-02    2.00e-02      1.12e-01    1.06e-01    1.0e-03
   1989      3.33e+00    3.33e+00      4.02e-02    4.03e-02      1.05e-01    1.05e-01    1.0e-03
   1998      3.02e+00    3.05e+00      4.58e-03    4.43e-03      9.57e-02    9.64e-02    1.0e-03
   2007      3.80e+00    3.60e+00      2.86e-03    2.98e-03      1.20e-01    1.14e-01    1.0e-03
   2016      3.39e+00    3.32e+00      2.50e-03    2.47e-03      1.07e-01    1.05e-01    1.0e-03
   2025      3.17e+00    3.17e+00      6.40e-03    6.48e-03      1.00e-01    1.00e-01    1.0e-03
   2034      3.12e+00    3.02e+00      1.36e-03    1.54e-03      9.88e-02    9.56e-02    1.0e-03
   2043      3.05e+00    2.89e+00      2.77e-02    2.75e-02      9.65e-02    9.14e-02    1.0e-03
   2052      3.16e+00    3.09e+00      1.81e-02    1.85e-02      1.00e-01    9.77e-02    1.0e-03
   2061      3.08e+00    3.13e+00      8.98e-03    8.78e-03      9.75e-02    9.89e-02    1.0e-03
   2070      3.13e+00    3.06e+00      6.89e-04    9.46e-04      9.90e-02    9.67e-02    1.0e-03
   2079      3.48e+00    3.54e+00      3.55e-02    3.56e-02      1.10e-01    1.12e-01    1.0e-03
   2088      3.36e+00    3.33e+00      2.21e-02    2.20e-02      1.06e-01    1.05e-01    1.0e-03
   2097      3.26e+00    3.18e+00      9.36e-03    9.61e-03      1.03e-01    1.00e-01    1.0e-03
   2106      3.18e+00    3.14e+00      3.79e-02    3.82e-02      1.01e-01    9.93e-02    1.0e-03
   2115      3.22e+00    3.17e+00      4.47e-02    4.50e-02      1.02e-01    1.00e-01    1.0e-03
   2124      3.42e+00    3.30e+00      1.16e-02    1.13e-02      1.08e-01    1.04e-01    1.0e-03
   2133      3.06e+00    3.04e+00      3.03e-02    3.04e-02      9.68e-02    9.61e-02    1.0e-03
   2142      3.01e+00    3.03e+00      5.06e-03    4.97e-03      9.52e-02    9.58e-02    1.0e-03
   2151      3.27e+00    3.17e+00      3.69e-02    3.72e-02      1.03e-01    1.00e-01    1.0e-03
   2160      3.39e+00    3.21e+00      1.46e-02    1.44e-02      1.07e-01    1.02e-01    1.0e-03
   2169      2.98e+00    3.07e+00      1.17e-02    1.16e-02      9.41e-02    9.72e-02    1.0e-03
   2178      3.40e+00    3.35e+00      1.58e-02    1.58e-02      1.08e-01    1.06e-01    1.0e-03
   2187      3.20e+00    3.23e+00      5.42e-02    5.41e-02      1.01e-01    1.02e-01    1.0e-03
   2196      3.04e+00    2.97e+00      6.91e-04    7.63e-04      9.60e-02    9.41e-02    1.0e-03
   2205      3.06e+00    3.02e+00      1.03e-03    1.02e-03      9.67e-02    9.55e-02    1.0e-03
   2214      3.21e+00    3.05e+00      8.96e-03    9.15e-03      1.01e-01    9.64e-02    1.0e-03
   2223      3.02e+00    2.99e+00      3.25e-03    3.34e-03      9.56e-02    9.47e-02    1.0e-03
   2232      3.12e+00    3.12e+00      2.83e-03    2.75e-03      9.86e-02    9.86e-02    1.0e-03
   2241      3.83e+00    3.70e+00      1.67e-02    1.71e-02      1.21e-01    1.17e-01    1.0e-03
   2250      3.36e+00    3.21e+00      1.50e-02    1.48e-02      1.06e-01    1.02e-01    1.0e-03
   2259      3.08e+00    3.11e+00      3.76e-02    3.78e-02      9.74e-02    9.85e-02    1.0e-03
   2268      3.12e+00    2.99e+00      7.66e-04    6.87e-04      9.88e-02    9.45e-02    1.0e-03
   2277      3.26e+00    3.15e+00      4.49e-02    4.49e-02      1.03e-01    9.95e-02    1.0e-03
   2286      3.09e+00    2.99e+00      1.61e-02    1.60e-02      9.76e-02    9.45e-02    1.0e-03
   2295      3.14e+00    3.06e+00      3.47e-02    3.48e-02      9.93e-02    9.69e-02    1.0e-03
   2304      2.94e+00    2.90e+00      3.86e-03    3.84e-03      9.31e-02    9.18e-02    1.0e-03
   2313      3.24e+00    3.09e+00      9.73e-04    7.88e-04      1.02e-01    9.77e-02    1.0e-03
   2322      3.27e+00    3.31e+00      1.94e-02    1.95e-02      1.03e-01    1.05e-01    1.0e-03
   2331      3.19e+00    3.04e+00      2.56e-03    2.46e-03      1.01e-01    9.62e-02    1.0e-03
   2340      3.22e+00    3.14e+00      2.10e-02    2.11e-02      1.02e-01    9.93e-02    1.0e-03
   2349      3.16e+00    3.13e+00      1.08e-02    1.09e-02      9.98e-02    9.89e-02    1.0e-03
