Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
4.6000         -656.446     -661.164        4.718   351.0
4.6500         -656.897     -661.102        4.205   312.8
4.7000         -656.955     -660.940        3.985   296.4
4.7500         -656.342     -660.198        3.856   286.9
4.8000         -656.402     -660.531        4.129   307.1
4.8500         -656.648     -660.820        4.172   310.3
4.9000         -656.756     -660.937        4.180   311.0
4.9500         -657.149     -661.091        3.943   293.3
5.0000         -656.973     -661.045        4.071   302.9
5.0500         -656.739     -661.282        4.543   337.9
5.1000         -656.685     -660.531        3.845   286.0
5.1500         -656.489     -660.857        4.368   324.9
5.2000         -656.867     -660.982        4.115   306.1
5.2500         -656.279     -660.199        3.921   291.6
5.3000         -655.827     -659.835        4.008   298.1
5.3500         -656.655     -661.337        4.682   348.3
5.4000         -657.041     -661.254        4.213   313.4
5.4500         -657.345     -660.971        3.626   269.7
5.5000         -657.717     -661.420        3.703   275.5
5.5500         -657.214     -660.929        3.716   276.4
5.6000         -657.084     -660.493        3.408   253.5
5.6500         -657.186     -661.019        3.833   285.1
5.7000         -657.063     -661.059        3.996   297.3
5.7500         -656.703     -660.819        4.116   306.1
5.8000         -656.547     -661.120        4.572   340.1
5.8500         -656.894     -661.158        4.264   317.2
5.9000         -656.957     -661.684        4.727   351.6
5.9500         -656.929     -660.820        3.890   289.4
6.0000         -657.121     -660.620        3.499   260.3
6.0500         -657.387     -661.421        4.034   300.1
6.1000         -656.922     -660.971        4.049   301.2
6.1500         -657.400     -661.532        4.132   307.4
6.2000         -657.056     -660.990        3.934   292.6
6.2500         -657.024     -660.779        3.756   279.4
6.3000         -656.845     -660.689        3.844   285.9
6.3500         -656.905     -661.283        4.379   325.7
6.4000         -657.724     -661.086        3.362   250.1
6.4500         -657.776     -661.779        4.004   297.8
6.5000         -657.724     -661.245        3.521   261.9
6.5500         -657.644     -661.311        3.667   272.8
6.6000         -657.229     -661.097        3.868   287.8
6.6500         -657.119     -661.074        3.955   294.2
6.7000         -656.374     -660.425        4.051   301.4
6.7500         -655.941     -660.173        4.232   314.8
6.8000         -655.937     -660.450        4.513   335.7
6.8500         -656.230     -660.440        4.210   313.1
6.9000         -656.064     -660.307        4.243   315.6
6.9500         -656.456     -660.984        4.528   336.8
7.0000         -656.484     -660.769        4.285   318.8
7.0500         -656.994     -661.295        4.300   319.9
7.1000         -657.791     -661.708        3.918   291.4
7.1500         -656.984     -660.923        3.939   293.0
7.2000         -656.943     -660.943        4.000   297.6
7.2500         -656.837     -660.994        4.157   309.2
7.3000         -656.979     -660.883        3.904   290.4
7.3500         -656.671     -661.051        4.380   325.8
7.4000         -656.975     -660.872        3.897   289.9
7.4500         -656.337     -660.779        4.442   330.5
7.5000         -655.920     -660.360        4.440   330.3
7.5500         -656.353     -661.052        4.699   349.5
7.6000         -656.050     -660.380        4.331   322.2
7.6500         -655.879     -660.348        4.469   332.5
7.7000         -656.164     -660.780        4.616   343.3
7.7500         -656.167     -660.463        4.296   319.6
7.8000         -656.056     -660.222        4.166   309.9
7.8500         -657.099     -660.726        3.627   269.8
7.9000         -657.567     -661.129        3.562   265.0
7.9500         -656.952     -661.029        4.076   303.2
8.0000         -656.734     -660.611        3.877   288.4
8.0500         -656.635     -660.667        4.032   299.9
8.1000         -657.264     -661.094        3.830   284.9
8.1500         -656.976     -661.013        4.037   300.3
8.2000         -657.164     -661.266        4.102   305.1
8.2500         -656.881     -661.060        4.179   310.9
8.3000         -657.181     -660.777        3.596   267.5
8.3500         -657.099     -660.849        3.750   279.0
8.4000         -657.103     -661.179        4.076   303.2
8.4500         -657.091     -660.842        3.751   279.0
8.5000         -656.661     -661.241        4.580   340.7
8.5500         -657.189     -660.689        3.500   260.3
8.6000         -657.110     -660.974        3.864   287.4
8.6500         -657.280     -660.919        3.638   270.6
8.7000         -657.019     -661.063        4.044   300.8
8.7500         -657.403     -661.645        4.242   315.6
8.8000         -657.086     -660.874        3.788   281.8
8.8500         -657.618     -661.234        3.616   269.0
8.9000         -657.514     -661.192        3.678   273.6
8.9500         -658.077     -661.726        3.650   271.5
9.0000         -657.767     -661.488        3.720   276.7
9.0500         -656.812     -660.884        4.071   302.9
9.1000         -656.653     -660.790        4.137   307.8
9.1500         -657.128     -660.813        3.686   274.2
9.2000         -656.675     -660.558        3.883   288.8
9.2500         -656.880     -661.142        4.263   317.1
9.3000         -656.453     -660.577        4.124   306.8
9.3500         -656.626     -660.842        4.216   313.6
9.4000         -657.342     -661.148        3.806   283.1
9.4500         -657.040     -661.571        4.531   337.1
9.5000         -657.154     -661.258        4.103   305.2
9.5500         -657.072     -661.493        4.421   328.8
9.6000         -656.405     -660.743        4.338   322.7
9.6500         -655.458     -660.064        4.606   342.6
9.7000         -655.804     -660.479        4.675   347.8
9.7500         -656.369     -660.175        3.806   283.1
9.8000         -656.611     -660.587        3.976   295.7
9.8500         -656.683     -661.427        4.744   352.9
9.9000         -656.742     -660.683        3.941   293.2
9.9500         -656.723     -660.588        3.865   287.5
10.0000        -656.691     -661.079        4.388   326.4
10.0500        -656.491     -661.000        4.509   335.4
10.1000        -656.964     -660.701        3.738   278.1
10.1500        -656.374     -660.789        4.415   328.4
10.2000        -656.172     -660.701        4.529   336.9
10.2500        -656.118     -660.536        4.418   328.6
10.3000        -656.793     -661.240        4.447   330.8
10.3500        -657.359     -661.248        3.890   289.4
10.4000        -656.956     -661.137        4.181   311.0
10.4500        -657.181     -661.576        4.395   326.9
10.5000        -657.142     -661.118        3.976   295.8
10.5500        -656.799     -661.103        4.303   320.1
10.6000        -656.932     -660.891        3.959   294.5
10.6500        -657.749     -661.379        3.630   270.0
10.7000        -657.524     -661.187        3.663   272.5
10.7500        -657.624     -661.117        3.493   259.8
10.8000        -657.702     -661.563        3.860   287.2
10.8500        -657.637     -661.298        3.662   272.4
10.9000        -657.347     -661.193        3.846   286.1
10.9500        -657.238     -660.900        3.662   272.4
11.0000        -657.019     -661.084        4.064   302.3
11.0500        -656.211     -660.553        4.342   323.0
11.1000        -657.119     -661.566        4.447   330.8
11.1500        -656.724     -660.566        3.842   285.8
11.2000        -656.872     -660.813        3.941   293.1
11.2500        -657.207     -661.162        3.955   294.2
11.3000        -657.402     -661.443        4.041   300.6
11.3500        -657.852     -661.398        3.546   263.8
11.4000        -657.737     -661.591        3.854   286.7
11.4500        -657.532     -661.099        3.568   265.4
11.5000        -657.171     -660.936        3.765   280.1
11.5500        -657.362     -661.169        3.807   283.2
11.6000        -657.513     -661.674        4.161   309.5
11.6500        -657.777     -661.875        4.098   304.8
11.7000        -657.615     -661.446        3.831   285.0
11.7500        -657.211     -661.353        4.142   308.1
11.8000        -657.364     -661.367        4.003   297.7
11.8500        -657.233     -661.291        4.058   301.9
11.9000        -656.953     -661.109        4.156   309.2
11.9500        -657.188     -660.729        3.541   263.4
12.0000        -656.900     -661.056        4.156   309.2
12.0500        -656.637     -661.185        4.548   338.3
12.1000        -655.996     -660.345        4.348   323.5
12.1500        -656.434     -661.019        4.584   341.0
12.2000        -657.118     -661.111        3.993   297.0
12.2500        -657.122     -661.154        4.032   299.9
12.3000        -657.170     -661.008        3.837   285.4
12.3500        -657.222     -661.195        3.972   295.5
12.4000        -657.681     -661.729        4.047   301.1
12.4500        -657.443     -661.175        3.732   277.6
12.5000        -657.068     -660.675        3.608   268.4
12.5500        -656.524     -660.785        4.261   317.0
12.6000        -656.765     -660.798        4.034   300.1
12.6500        -657.231     -660.885        3.655   271.9
12.7000        -657.414     -661.116        3.702   275.4
12.7500        -657.735     -661.112        3.377   251.2
12.8000        -657.550     -661.091        3.540   263.4
12.8500        -657.381     -661.318        3.937   292.9
12.9000        -657.218     -661.106        3.888   289.2
12.9500        -657.309     -661.274        3.966   295.0
13.0000        -657.523     -661.526        4.002   297.7
13.0500        -657.547     -661.695        4.149   308.6
13.1000        -657.210     -661.546        4.336   322.5
13.1500        -656.882     -661.009        4.126   307.0
13.2000        -657.026     -661.174        4.148   308.5
13.2500        -657.351     -661.293        3.942   293.2
13.3000        -657.273     -661.185        3.913   291.0
13.3500        -657.231     -661.289        4.058   301.9
13.4000        -656.802     -660.957        4.155   309.1
13.4500        -657.249     -661.087        3.838   285.5
13.5000        -657.482     -661.384        3.903   290.3
13.5500        -657.003     -660.748        3.746   278.6
13.6000        -656.841     -660.997        4.156   309.1
13.6500        -656.930     -660.926        3.995   297.2
13.7000        -656.859     -661.161        4.303   320.1
13.7500        -657.221     -661.102        3.881   288.7
13.8000        -656.997     -660.971        3.974   295.6
13.8500        -657.056     -660.883        3.827   284.7
13.9000        -656.228     -660.555        4.327   321.9
13.9500        -657.010     -661.227        4.218   313.7
14.0000        -656.829     -661.261        4.433   329.7
14.0500        -657.091     -660.831        3.739   278.2
14.1000        -657.184     -660.992        3.807   283.2
14.1500        -657.661     -661.124        3.464   257.7
14.2000        -657.804     -661.443        3.639   270.7
14.2500        -657.330     -661.021        3.691   274.6
14.3000        -657.108     -661.279        4.171   310.3
14.3500        -656.971     -661.097        4.126   306.9
14.4000        -657.215     -660.523        3.309   246.1
14.4500        -657.312     -660.978        3.665   272.7
14.5000        -658.153     -662.203        4.050   301.3
14.5500        -658.055     -662.165        4.110   305.7
14.6000        -657.790     -661.672        3.882   288.8
14.6500        -658.131     -661.951        3.820   284.2
14.7000        -657.904     -661.670        3.766   280.2
14.7500        -657.654     -661.247        3.593   267.3
14.8000        -657.318     -661.445        4.127   307.0
14.8500        -657.295     -661.550        4.256   316.6
14.9000        -657.158     -661.269        4.111   305.8
14.9500        -657.041     -661.251        4.210   313.2
15.0000        -657.027     -660.603        3.576   266.0
15.0500        -656.827     -661.014        4.187   311.5
15.1000        -656.594     -660.935        4.341   322.9
15.1500        -656.130     -660.342        4.211   313.3
15.2000        -656.392     -660.979        4.587   341.2
15.2500        -656.428     -660.819        4.390   326.6
15.3000        -657.271     -661.498        4.228   314.5
15.3500        -657.640     -661.366        3.727   277.2
15.4000        -657.207     -660.945        3.738   278.0
15.4500        -656.668     -660.588        3.920   291.6
15.5000        -656.551     -660.825        4.274   317.9
15.5500        -656.706     -660.533        3.827   284.6
15.6000        -657.356     -661.442        4.085   303.9
15.6500        -657.594     -661.107        3.512   261.3
15.7000        -657.080     -661.258        4.178   310.8
15.7500        -656.782     -660.788        4.006   298.0
15.8000        -657.641     -661.256        3.615   268.9
15.8500        -657.939     -661.556        3.617   269.1
15.9000        -657.312     -661.451        4.139   307.9
15.9500        -657.572     -661.219        3.647   271.3
16.0000        -657.960     -661.788        3.827   284.7
16.0500        -658.193     -661.417        3.224   239.8
16.1000        -657.743     -661.790        4.047   301.0
16.1500        -658.151     -661.527        3.376   251.1
16.2000        -658.059     -661.422        3.363   250.1
16.2500        -657.719     -661.471        3.752   279.1
16.3000        -657.509     -661.052        3.543   263.5
16.3500        -657.345     -661.344        3.999   297.5
16.4000        -656.758     -660.816        4.058   301.9
16.4500        -656.602     -660.592        3.991   296.9
16.5000        -656.646     -660.939        4.293   319.4
16.5500        -657.120     -661.461        4.341   322.9
16.6000        -656.971     -661.460        4.489   333.9
16.6500        -657.322     -661.444        4.122   306.6
16.7000        -657.452     -661.193        3.740   278.2
16.7500        -657.182     -661.288        4.105   305.4
16.8000        -657.579     -661.404        3.825   284.5
16.8500        -657.191     -661.545        4.354   323.9
16.9000        -657.726     -661.889        4.163   309.7
16.9500        -657.665     -661.297        3.632   270.2
17.0000        -657.412     -661.301        3.889   289.3
17.0500        -657.108     -661.281        4.173   310.4
17.1000        -657.172     -661.242        4.070   302.8
17.1500        -657.183     -660.799        3.616   269.0
17.2000        -656.998     -661.074        4.076   303.2
17.2500        -657.837     -661.596        3.759   279.6
17.3000        -657.793     -661.326        3.533   262.8
17.3500        -657.728     -661.393        3.665   272.7
17.4000        -657.466     -661.257        3.791   282.0
17.4500        -657.561     -661.254        3.694   274.8
17.5000        -657.745     -661.500        3.756   279.4
17.5500        -657.522     -661.485        3.963   294.8
17.6000        -656.840     -660.611        3.772   280.6
17.6500        -656.840     -660.721        3.881   288.7
17.7000        -656.859     -661.421        4.562   339.4
17.7500        -656.450     -660.984        4.534   337.3
17.8000        -656.293     -660.900        4.606   342.7
17.8500        -656.502     -660.560        4.058   301.9
17.9000        -656.310     -660.670        4.360   324.3
17.9500        -656.266     -660.846        4.580   340.7
18.0000        -656.637     -660.736        4.099   304.9
18.0500        -657.074     -661.270        4.196   312.1
18.1000        -657.323     -661.391        4.068   302.6
18.1500        -656.998     -661.118        4.120   306.4
18.2000        -656.832     -661.012        4.180   311.0
18.2500        -657.267     -661.241        3.974   295.6
18.3000        -657.453     -661.308        3.855   286.8
18.3500        -657.577     -661.484        3.907   290.7
18.4000        -657.714     -661.416        3.702   275.4
18.4500        -657.647     -661.276        3.629   270.0
18.5000        -657.776     -661.287        3.511   261.2
18.5500        -658.078     -661.441        3.363   250.1
18.6000        -657.587     -661.182        3.595   267.4
18.6500        -657.481     -661.191        3.710   275.9
18.7000        -657.101     -661.462        4.361   324.4
18.7500        -656.776     -660.925        4.149   308.6
18.8000        -657.208     -661.591        4.384   326.1
18.8500        -656.686     -661.038        4.352   323.7
18.9000        -656.990     -660.881        3.891   289.5
18.9500        -657.132     -660.797        3.664   272.6
19.0000        -656.619     -660.833        4.215   313.5
19.0500        -657.012     -660.946        3.934   292.7
19.1000        -656.728     -661.119        4.391   326.7
19.1500        -656.276     -660.565        4.290   319.1
19.2000        -656.963     -661.275        4.312   320.8
19.2500        -656.820     -660.965        4.145   308.4
19.3000        -657.247     -661.034        3.787   281.7
19.3500        -657.217     -660.904        3.688   274.3
19.4000        -657.540     -661.330        3.790   281.9
19.4500        -657.754     -661.469        3.716   276.4
19.5000        -657.154     -661.132        3.978   295.9
19.5500        -657.300     -661.607        4.308   320.4
19.6000        -656.998     -660.842        3.844   286.0
19.6500        -657.489     -661.092        3.604   268.1
19.7000        -656.942     -660.918        3.977   295.8
19.7500        -657.299     -661.222        3.922   291.8
19.8000        -656.593     -660.979        4.386   326.3
19.8500        -656.788     -660.648        3.860   287.1
19.9000        -656.827     -661.239        4.412   328.2
19.9500        -656.805     -661.154        4.349   323.5
20.0000        -656.957     -661.068        4.111   305.8
20.0500        -656.360     -660.616        4.255   316.6
20.1000        -656.211     -660.379        4.168   310.0
20.1500        -656.050     -660.354        4.304   320.2
20.2000        -656.050     -660.607        4.556   338.9
20.2500        -656.473     -660.665        4.191   311.8
20.3000        -656.936     -660.946        4.010   298.3
20.3500        -656.615     -661.017        4.402   327.5
20.4000        -656.569     -660.842        4.273   317.8
20.4500        -656.889     -660.843        3.954   294.1
20.5000        -656.395     -660.766        4.371   325.1
20.5500        -656.884     -660.431        3.547   263.8
20.6000        -656.345     -660.429        4.084   303.8
20.6500        -656.310     -660.287        3.977   295.8
20.7000        -656.181     -660.047        3.866   287.5
20.7500        -656.397     -660.347        3.951   293.9
20.8000        -656.028     -660.484        4.456   331.5
20.8500        -656.789     -660.909        4.120   306.5
20.9000        -656.808     -660.744        3.936   292.8
20.9500        -657.024     -661.081        4.057   301.8
21.0000        -657.342     -661.066        3.724   277.0
21.0500        -656.520     -660.838        4.318   321.2
21.1000        -656.939     -661.144        4.205   312.8
21.1500        -656.967     -661.205        4.238   315.2
21.2000        -657.168     -660.966        3.797   282.5
21.2500        -657.495     -661.246        3.751   279.0
21.3000        -657.528     -661.277        3.749   278.9
21.3500        -657.274     -661.108        3.834   285.2
21.4000        -657.638     -661.548        3.910   290.8
21.4500        -657.673     -661.528        3.855   286.8
21.5000        -657.367     -661.284        3.917   291.4
21.5500        -657.213     -660.467        3.254   242.0
21.6000        -657.472     -660.948        3.476   258.6
21.6500        -656.850     -660.952        4.102   305.1
21.7000        -657.275     -661.198        3.923   291.8
21.7500        -656.887     -661.080        4.193   311.9
21.8000        -657.069     -660.506        3.437   255.7
21.8500        -656.982     -660.829        3.847   286.2
21.9000        -656.532     -661.047        4.516   335.9
21.9500        -656.758     -661.063        4.305   320.3
22.0000        -657.282     -661.117        3.835   285.3
22.0500        -657.322     -661.306        3.984   296.4
22.1000        -657.438     -660.840        3.402   253.1
22.1500        -657.463     -660.921        3.458   257.2
22.2000        -657.796     -661.485        3.689   274.4
22.2500        -658.503     -661.902        3.399   252.8
22.3000        -657.396     -661.244        3.848   286.2
22.3500        -657.190     -660.762        3.572   265.7
22.4000        -657.033     -661.466        4.433   329.8
22.4500        -657.880     -661.324        3.444   256.2
22.5000        -657.776     -661.378        3.602   267.9
22.5500        -657.275     -661.347        4.072   302.9
22.6000        -657.046     -661.183        4.137   307.7
22.6500        -657.473     -661.072        3.598   267.7
22.7000        -657.091     -661.193        4.102   305.2
22.7500        -656.220     -661.237        5.017   373.2
22.8000        -657.073     -660.799        3.727   277.2
22.8500        -657.047     -661.519        4.471   332.6
22.9000        -657.240     -661.389        4.149   308.6
22.9500        -657.547     -661.017        3.470   258.1
23.0000        -657.561     -661.293        3.733   277.7
23.0500        -657.865     -661.617        3.751   279.1
23.1000        -656.921     -660.584        3.663   272.5
23.1500        -656.650     -661.131        4.481   333.4
23.2000        -656.001     -660.117        4.116   306.2
23.2500        -656.622     -660.351        3.729   277.4
23.3000        -657.113     -660.940        3.827   284.7
23.3500        -656.838     -661.097        4.260   316.9
23.4000        -657.170     -660.859        3.689   274.4
23.4500        -656.992     -660.717        3.724   277.0
23.5000        -656.928     -660.643        3.716   276.4
23.5500        -656.945     -660.947        4.002   297.7
23.6000        -657.430     -661.074        3.644   271.1
23.6500        -657.670     -661.525        3.855   286.8
23.7000        -657.166     -661.040        3.874   288.2
23.7500        -657.769     -661.227        3.458   257.2
23.8000        -657.466     -661.118        3.652   271.6
23.8500        -656.816     -660.768        3.952   294.0
23.9000        -656.686     -660.816        4.130   307.2
23.9500        -656.648     -660.404        3.756   279.4
24.0000        -656.896     -660.879        3.983   296.3
24.0500        -657.159     -661.095        3.937   292.8
24.1000        -657.195     -660.549        3.353   249.5
24.1500        -657.223     -661.239        4.016   298.7
24.2000        -657.668     -661.307        3.639   270.7
24.2500        -657.346     -660.864        3.518   261.7
24.3000        -657.127     -661.812        4.686   348.6
24.3500        -657.091     -661.157        4.066   302.5
24.4000        -657.260     -660.968        3.708   275.8
24.4500        -657.057     -661.149        4.093   304.5
24.5000        -657.262     -661.095        3.833   285.1
24.5500        -656.909     -660.772        3.863   287.4
24.6000        -656.755     -660.837        4.082   303.7
24.6500        -656.020     -660.511        4.491   334.1
24.7000        -656.198     -660.616        4.418   328.6
24.7500        -656.587     -660.935        4.348   323.4
24.8000        -657.462     -660.983        3.521   261.9
24.8500        -657.113     -661.025        3.912   291.0
24.9000        -656.931     -660.915        3.984   296.4
24.9500        -657.172     -661.128        3.956   294.3
25.0000        -657.562     -661.860        4.298   319.8
25.0500        -657.333     -661.126        3.793   282.2
25.1000        -657.468     -661.108        3.640   270.8
25.1500        -657.566     -661.239        3.673   273.2
25.2000        -656.814     -660.892        4.077   303.3
25.2500        -657.030     -660.868        3.838   285.5
25.3000        -657.822     -661.573        3.751   279.0
25.3500        -657.982     -661.646        3.664   272.6
25.4000        -657.665     -661.426        3.761   279.7
25.4500        -656.759     -661.080        4.321   321.4
25.5000        -656.689     -661.004        4.316   321.0
25.5500        -656.747     -661.071        4.324   321.7
25.6000        -656.783     -660.881        4.098   304.8
25.6500        -656.411     -660.550        4.139   307.9
25.7000        -657.181     -661.024        3.842   285.8
25.7500        -656.861     -660.565        3.704   275.5
25.8000        -656.705     -660.768        4.063   302.2
25.8500        -657.153     -661.428        4.275   318.0
25.9000        -657.142     -661.389        4.247   315.9
25.9500        -656.570     -660.993        4.423   329.0
26.0000        -655.727     -660.283        4.555   338.8
26.0500        -656.203     -660.503        4.301   319.9
26.1000        -656.190     -660.918        4.728   351.7
26.1500        -656.072     -660.838        4.766   354.5
26.2000        -656.727     -660.832        4.105   305.4
26.2500        -656.803     -660.784        3.980   296.1
26.3000        -656.592     -660.775        4.182   311.1
26.3500        -656.790     -660.832        4.042   300.7
26.4000        -656.953     -661.029        4.076   303.2
26.4500        -656.588     -660.680        4.093   304.4
26.5000        -656.862     -661.308        4.446   330.7
26.5500        -657.117     -661.173        4.056   301.7
26.6000        -657.198     -660.926        3.728   277.3
26.6500        -656.525     -660.730        4.205   312.8
26.7000        -656.696     -660.779        4.083   303.8
26.7500        -657.409     -661.015        3.606   268.3
26.8000        -657.056     -661.463        4.407   327.8
26.8500        -657.043     -660.964        3.921   291.7
26.9000        -657.254     -660.900        3.646   271.2
26.9500        -657.175     -660.978        3.803   282.9
27.0000        -657.082     -661.001        3.919   291.6
27.0500        -657.398     -660.919        3.521   261.9
27.1000        -657.593     -661.191        3.598   267.7
27.1500        -657.633     -661.196        3.562   265.0
27.2000        -657.577     -661.485        3.908   290.7
27.2500        -658.409     -661.481        3.072   228.5
27.3000        -657.807     -661.479        3.672   273.1
27.3500        -657.343     -661.200        3.857   286.9
27.4000        -657.725     -661.488        3.762   279.9
27.4500        -658.074     -661.718        3.644   271.1
27.5000        -657.534     -661.241        3.706   275.7
27.5500        -657.444     -661.001        3.557   264.6
27.6000        -657.650     -661.397        3.746   278.7
27.6500        -657.922     -661.913        3.991   296.9
27.7000        -658.056     -661.649        3.594   267.3
27.7500        -657.239     -661.021        3.782   281.3
27.8000        -657.286     -660.775        3.489   259.5
27.8500        -656.576     -660.902        4.327   321.8
27.9000        -657.077     -660.776        3.698   275.1
27.9500        -656.927     -660.573        3.646   271.2
28.0000        -656.783     -661.066        4.282   318.6
28.0500        -657.067     -661.086        4.019   299.0
28.1000        -657.290     -660.840        3.550   264.1
28.1500        -657.018     -661.180        4.161   309.6
28.2000        -657.247     -661.568        4.322   321.5
28.2500        -657.813     -661.239        3.426   254.8
28.3000        -657.856     -661.890        4.033   300.0
28.3500        -657.625     -661.487        3.863   287.3
28.4000        -657.455     -661.103        3.648   271.4
28.4500        -657.327     -661.198        3.871   287.9
28.5000        -657.540     -661.346        3.806   283.1
28.5500        -657.918     -661.224        3.306   245.9
28.6000        -657.226     -661.178        3.952   294.0
28.6500        -657.961     -661.346        3.384   251.8
28.7000        -657.492     -661.287        3.795   282.3
28.7500        -657.432     -661.272        3.840   285.7
28.8000        -657.336     -661.186        3.850   286.4
28.8500        -657.297     -661.474        4.177   310.7
28.9000        -656.999     -661.211        4.212   313.3
28.9500        -656.936     -660.902        3.966   295.0
29.0000        -656.997     -661.231        4.234   315.0
29.0500        -657.398     -661.227        3.829   284.8
29.1000        -657.031     -660.989        3.958   294.4
29.1500        -657.163     -660.450        3.287   244.5
29.2000        -657.180     -661.524        4.344   323.1
29.2500        -656.709     -660.267        3.558   264.7
29.3000        -656.987     -660.989        4.001   297.6
29.3500        -657.015     -661.198        4.182   311.1
29.4000        -657.268     -660.912        3.644   271.1
29.4500        -657.131     -661.404        4.273   317.9
29.5000        -657.025     -661.119        4.094   304.5
29.5500        -656.733     -661.423        4.689   348.8
29.6000        -656.317     -660.543        4.226   314.4
29.6500        -656.524     -661.014        4.491   334.0
29.7000        -657.013     -661.217        4.204   312.7
29.7500        -657.616     -661.283        3.667   272.8
29.8000        -657.442     -660.577        3.135   233.2
29.8500        -657.701     -661.425        3.724   277.0
29.9000        -657.426     -661.527        4.101   305.1
29.9500        -657.217     -660.827        3.610   268.6
30.0000        -656.543     -660.340        3.797   282.4
30.0500        -656.570     -660.686        4.115   306.1
30.1000        -657.092     -660.758        3.666   272.7
30.1500        -657.543     -661.178        3.636   270.4
30.2000        -657.368     -660.448        3.080   229.1
