#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
    444      3.06e+00    3.13e+00      2.56e-03    4.05e-03      2.69e-01    2.75e-01    1.3e-04
    446      2.97e+00    3.13e+00      3.83e-03    3.87e-03      2.61e-01    2.75e-01    1.3e-04
    448      2.99e+00    3.12e+00      2.61e-03    4.39e-03      2.63e-01    2.74e-01    1.3e-04
    450      3.04e+00    3.16e+00      4.48e-03    4.38e-03      2.67e-01    2.78e-01    1.3e-04
    452      3.01e+00    3.11e+00      2.87e-03    4.24e-03      2.65e-01    2.74e-01    1.3e-04
    454      3.01e+00    3.17e+00      3.41e-03    4.28e-03      2.64e-01    2.79e-01    1.3e-04
    456      3.04e+00    3.15e+00      2.78e-03    4.17e-03      2.67e-01    2.77e-01    1.3e-04
    458      2.98e+00    3.12e+00      3.80e-03    3.93e-03      2.62e-01    2.74e-01    1.3e-04
    460      3.03e+00    3.14e+00      3.32e-03    4.15e-03      2.66e-01    2.76e-01    1.3e-04
    462      2.99e+00    3.13e+00      3.32e-03    4.05e-03      2.63e-01    2.75e-01    1.3e-04
    464      3.02e+00    3.09e+00      3.10e-03    3.88e-03      2.66e-01    2.71e-01    1.3e-04
    466      3.01e+00    3.11e+00      3.43e-03    3.81e-03      2.65e-01    2.74e-01    1.3e-04
    468      2.99e+00    3.11e+00      3.67e-03    3.89e-03      2.63e-01    2.73e-01    1.3e-04
    470      3.02e+00    3.11e+00      3.21e-03    3.84e-03      2.66e-01    2.73e-01    1.3e-04
    472      2.95e+00    3.08e+00      3.53e-03    3.90e-03      2.59e-01    2.71e-01    1.3e-04
    474      3.08e+00    3.12e+00      3.17e-03    4.14e-03      2.71e-01    2.74e-01    1.3e-04
    476      2.99e+00    3.10e+00      3.92e-03    4.26e-03      2.62e-01    2.73e-01    1.3e-04
    478      3.04e+00    3.13e+00      2.16e-03    3.89e-03      2.67e-01    2.75e-01    1.3e-04
    480      2.96e+00    3.11e+00      3.21e-03    4.14e-03      2.60e-01    2.74e-01    1.3e-04
    482      3.04e+00    3.16e+00      4.16e-03    4.13e-03      2.67e-01    2.78e-01    1.3e-04
    484      2.96e+00    3.10e+00      3.13e-03    3.91e-03      2.60e-01    2.72e-01    1.3e-04
    486      3.05e+00    3.16e+00      3.34e-03    3.78e-03      2.68e-01    2.78e-01    1.3e-04
    488      2.97e+00    3.09e+00      3.71e-03    3.98e-03      2.61e-01    2.72e-01    1.3e-04
    490      3.04e+00    3.12e+00      2.90e-03    4.13e-03      2.68e-01    2.75e-01    1.3e-04
    492      3.05e+00    3.12e+00      3.10e-03    3.72e-03      2.68e-01    2.74e-01    1.3e-04
    494      2.98e+00    3.15e+00      3.88e-03    4.35e-03      2.62e-01    2.77e-01    1.3e-04
    496      2.98e+00    3.11e+00      2.88e-03    4.28e-03      2.62e-01    2.73e-01    1.3e-04
    498      3.03e+00    3.12e+00      3.32e-03    3.77e-03      2.66e-01    2.74e-01    1.3e-04
    500      2.36e+00    2.42e+00      3.57e-03    4.23e-03      2.68e-01    2.74e-01    7.7e-05
    502      2.30e+00    2.42e+00      3.89e-03    4.29e-03      2.60e-01    2.74e-01    7.7e-05
    504      2.34e+00    2.41e+00      2.49e-03    3.97e-03      2.66e-01    2.73e-01    7.7e-05
    506      2.30e+00    2.39e+00      3.83e-03    3.93e-03      2.61e-01    2.70e-01    7.7e-05
    508      2.36e+00    2.42e+00      3.20e-03    4.18e-03      2.68e-01    2.74e-01    7.7e-05
    510      2.30e+00    2.42e+00      3.62e-03    4.17e-03      2.61e-01    2.74e-01    7.7e-05
    512      2.30e+00    2.40e+00      3.47e-03    4.07e-03      2.60e-01    2.72e-01    7.7e-05
    514      2.36e+00    2.39e+00      3.39e-03    3.99e-03      2.68e-01    2.71e-01    7.7e-05
    516      2.34e+00    2.45e+00      3.84e-03    4.03e-03      2.66e-01    2.78e-01    7.7e-05
    518      2.31e+00    2.39e+00      2.62e-03    3.45e-03      2.62e-01    2.71e-01    7.7e-05
    520      2.34e+00    2.42e+00      3.46e-03    3.65e-03      2.66e-01    2.74e-01    7.7e-05
    522      2.30e+00    2.42e+00      3.80e-03    3.43e-03      2.60e-01    2.74e-01    7.7e-05
    524      2.39e+00    2.41e+00      2.90e-03    4.01e-03      2.71e-01    2.73e-01    7.7e-05
    526      2.28e+00    2.42e+00      3.21e-03    3.56e-03      2.59e-01    2.74e-01    7.7e-05
