#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
   4123      3.77e+00    3.93e+00      2.26e-02    2.24e-02      1.19e-01    1.24e-01    1.0e-03
   4142      4.02e+00    4.05e+00      1.75e-03    1.99e-03      1.27e-01    1.28e-01    1.0e-03
   4161      3.80e+00    3.95e+00      1.53e-02    1.55e-02      1.20e-01    1.25e-01    1.0e-03
   4180      3.58e+00    3.64e+00      2.02e-02    2.06e-02      1.13e-01    1.15e-01    1.0e-03
   4199      3.94e+00    3.94e+00      1.10e-02    1.09e-02      1.25e-01    1.25e-01    1.0e-03
   4218      3.73e+00    3.90e+00      1.61e-02    1.61e-02      1.18e-01    1.23e-01    1.0e-03
   4237      3.81e+00    3.92e+00      3.57e-02    3.55e-02      1.20e-01    1.24e-01    1.0e-03
   4256      3.86e+00    4.02e+00      2.25e-02    2.21e-02      1.22e-01    1.27e-01    1.0e-03
   4275      3.72e+00    4.04e+00      2.71e-02    2.73e-02      1.18e-01    1.28e-01    1.0e-03
   4294      3.95e+00    4.09e+00      9.64e-03    9.85e-03      1.25e-01    1.29e-01    1.0e-03
   4313      4.04e+00    4.13e+00      6.19e-02    6.20e-02      1.28e-01    1.30e-01    1.0e-03
   4332      3.94e+00    3.94e+00      1.04e-02    1.07e-02      1.25e-01    1.25e-01    1.0e-03
   4351      3.78e+00    3.86e+00      7.95e-03    7.62e-03      1.19e-01    1.22e-01    1.0e-03
   4370      3.69e+00    3.96e+00      1.47e-03    1.43e-03      1.17e-01    1.25e-01    1.0e-03
   4389      3.74e+00    3.90e+00      1.44e-02    1.44e-02      1.18e-01    1.23e-01    1.0e-03
   4408      3.67e+00    3.96e+00      2.35e-03    2.24e-03      1.16e-01    1.25e-01    1.0e-03
   4427      3.79e+00    3.64e+00      9.53e-03    9.43e-03      1.20e-01    1.15e-01    1.0e-03
   4446      3.72e+00    3.79e+00      1.77e-02    1.79e-02      1.18e-01    1.20e-01    1.0e-03
   4465      3.81e+00    3.79e+00      6.57e-03    6.92e-03      1.21e-01    1.20e-01    1.0e-03
   4484      4.25e+00    4.37e+00      7.77e-03    8.00e-03      1.35e-01    1.38e-01    1.0e-03
   4503      4.00e+00    4.26e+00      4.07e-02    4.10e-02      1.26e-01    1.35e-01    1.0e-03
   4522      3.69e+00    3.67e+00      1.08e-02    1.09e-02      1.17e-01    1.16e-01    1.0e-03
   4541      3.72e+00    3.77e+00      4.10e-02    4.11e-02      1.18e-01    1.19e-01    1.0e-03
   4560      3.75e+00    3.90e+00      6.98e-02    6.98e-02      1.19e-01    1.23e-01    1.0e-03
   4579      4.67e+00    4.85e+00      2.97e-02    2.95e-02      1.48e-01    1.53e-01    1.0e-03
   4598      4.05e+00    4.16e+00      7.74e-03    8.05e-03      1.28e-01    1.31e-01    1.0e-03
   4617      3.55e+00    3.88e+00      2.71e-02    2.75e-02      1.12e-01    1.23e-01    1.0e-03
   4636      3.80e+00    4.12e+00      4.02e-02    4.00e-02      1.20e-01    1.30e-01    1.0e-03
   4655      3.77e+00    3.94e+00      2.42e-02    2.41e-02      1.19e-01    1.25e-01    1.0e-03
   4674      3.96e+00    4.22e+00      6.75e-03    7.47e-03      1.25e-01    1.33e-01    1.0e-03
   4693      3.91e+00    4.05e+00      1.56e-02    1.55e-02      1.24e-01    1.28e-01    1.0e-03
   4712      3.73e+00    3.78e+00      3.27e-03    3.49e-03      1.18e-01    1.20e-01    1.0e-03
   4731      3.77e+00    3.89e+00      2.02e-02    2.07e-02      1.19e-01    1.23e-01    1.0e-03
   4750      3.70e+00    3.75e+00      6.29e-02    6.32e-02      1.17e-01    1.19e-01    1.0e-03
   4769      3.94e+00    4.17e+00      3.51e-02    3.50e-02      1.25e-01    1.32e-01    1.0e-03
   4788      3.87e+00    3.88e+00      1.90e-02    1.90e-02      1.23e-01    1.23e-01    1.0e-03
   4807      4.01e+00    3.93e+00      1.04e-02    1.02e-02      1.27e-01    1.24e-01    1.0e-03
   4826      3.53e+00    3.74e+00      1.26e-02    1.28e-02      1.12e-01    1.18e-01    1.0e-03
   4845      3.65e+00    3.73e+00      1.02e-02    1.10e-02      1.15e-01    1.18e-01    1.0e-03
   4864      4.03e+00    4.14e+00      2.22e-02    2.24e-02      1.28e-01    1.31e-01    1.0e-03
   4883      3.62e+00    3.75e+00      2.64e-02    2.63e-02      1.14e-01    1.19e-01    1.0e-03
   4902      3.51e+00    3.84e+00      1.06e-02    1.03e-02      1.11e-01    1.22e-01    1.0e-03
   4921      3.82e+00    4.09e+00      1.44e-02    1.50e-02      1.21e-01    1.29e-01    1.0e-03
