#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
   3249      3.75e+00    4.25e+00      9.15e-03    9.07e-03      1.19e-01    1.35e-01    1.0e-03
   3268      4.06e+00    4.30e+00      1.50e-02    1.49e-02      1.28e-01    1.36e-01    1.0e-03
   3287      4.08e+00    4.26e+00      4.38e-02    4.32e-02      1.29e-01    1.35e-01    1.0e-03
   3306      3.84e+00    4.43e+00      1.29e-02    1.26e-02      1.21e-01    1.40e-01    1.0e-03
   3325      3.73e+00    4.24e+00      2.98e-02    2.86e-02      1.18e-01    1.34e-01    1.0e-03
   3344      3.64e+00    4.28e+00      3.78e-02    3.66e-02      1.15e-01    1.35e-01    1.0e-03
   3363      4.25e+00    4.36e+00      9.31e-03    8.21e-03      1.34e-01    1.38e-01    1.0e-03
   3382      4.89e+00    5.33e+00      4.47e-03    4.04e-03      1.55e-01    1.69e-01    1.0e-03
   3401      4.71e+00    4.26e+00      4.50e-04    1.76e-03      1.49e-01    1.35e-01    1.0e-03
   3420      4.09e+00    4.10e+00      3.73e-02    3.74e-02      1.29e-01    1.30e-01    1.0e-03
   3439      4.38e+00    4.20e+00      6.40e-03    5.08e-03      1.38e-01    1.33e-01    1.0e-03
   3458      3.62e+00    4.40e+00      9.97e-03    1.12e-02      1.14e-01    1.39e-01    1.0e-03
   3477      4.16e+00    4.33e+00      3.10e-02    3.00e-02      1.32e-01    1.37e-01    1.0e-03
   3496      3.64e+00    4.20e+00      5.41e-03    6.27e-03      1.15e-01    1.33e-01    1.0e-03
   3515      3.69e+00    4.22e+00      1.36e-03    2.01e-03      1.17e-01    1.34e-01    1.0e-03
   3534      4.17e+00    4.18e+00      1.54e-02    1.43e-02      1.32e-01    1.32e-01    1.0e-03
   3553      3.97e+00    4.18e+00      1.00e-03    2.92e-03      1.26e-01    1.32e-01    1.0e-03
   3572      3.29e+00    4.27e+00      2.45e-02    2.18e-02      1.04e-01    1.35e-01    1.0e-03
   3591      4.07e+00    4.34e+00      3.22e-02    3.42e-02      1.29e-01    1.37e-01    1.0e-03
   3610      4.83e+00    4.19e+00      3.43e-02    3.63e-02      1.53e-01    1.32e-01    1.0e-03
   3629      3.74e+00    4.38e+00      3.37e-02    3.31e-02      1.18e-01    1.39e-01    1.0e-03
   3648      4.30e+00    4.61e+00      6.24e-02    6.24e-02      1.36e-01    1.46e-01    1.0e-03
   3667      3.86e+00    4.18e+00      1.18e-03    1.04e-03      1.22e-01    1.32e-01    1.0e-03
   3686      4.06e+00    4.17e+00      5.84e-05    1.40e-03      1.28e-01    1.32e-01    1.0e-03
   3705      3.96e+00    4.08e+00      1.11e-02    1.21e-02      1.25e-01    1.29e-01    1.0e-03
   3724      3.87e+00    4.21e+00      7.52e-04    1.00e-03      1.22e-01    1.33e-01    1.0e-03
   3743      4.78e+00    4.40e+00      9.77e-03    1.07e-02      1.51e-01    1.39e-01    1.0e-03
