epoch,lr_schedule,step,test_energy_mae,test_energy_rmse,test_forces_mae,test_forces_rmse,test_loss,train_energy_mae,train_energy_rmse,train_forces_mae,train_forces_rmse,train_loss,val_energy_mae,val_energy_rmse,val_forces_mae,val_forces_rmse,val_loss
,0.001,0,,,,,,,,,,,,,,,
0,,9,,,,,,,,,,,18.7918758392334,18.941688537597656,0.7435990571975708,1.0427125692367554,4.664252758026123
,0.001,10,,,,,,,,,,,,,,,
1,,19,,,,,,,,,,,13.630071640014648,13.83233642578125,0.7323505282402039,1.0283666849136353,2.9602978229522705
,0.001,20,,,,,,,,,,,,,,,
2,,29,,,,,,,,,,,4.563270568847656,5.112890720367432,0.7299700975418091,1.0248907804489136,1.3013136386871338
,0.001,30,,,,,,,,,,,,,,,
3,,39,,,,,,,,,,,2.1371636390686035,2.345001220703125,0.7218599319458008,1.0136014223098755,1.0721040964126587
,0.001,40,,,,,,,,,,,,,,,
4,,49,,,,,,4.774264335632324,5.479883670806885,0.6760035753250122,0.9580698609352112,1.209010124206543,,,,,
4,,49,,,,,,,,,,,2.0910019874572754,2.5764424800872803,0.7092453837394714,0.996241569519043,1.0489526987075806
,0.001,50,,,,,,,,,,,,,,,
5,,59,,,,,,,,,,,2.2873587608337402,2.6007742881774902,0.6888859868049622,0.9681610465049744,0.9956026673316956
,0.001,60,,,,,,,,,,,,,,,
6,,69,,,,,,,,,,,2.033132553100586,2.2423012256622314,0.653342068195343,0.9179292321205139,0.8844471573829651
,0.001,70,,,,,,,,,,,,,,,
7,,79,,,,,,,,,,,1.9221506118774414,2.1403393745422363,0.6042776703834534,0.841404139995575,0.746691882610321
,0.001,80,,,,,,,,,,,,,,,
8,,89,,,,,,,,,,,1.8138781785964966,1.9788788557052612,0.5720343589782715,0.7864276170730591,0.6514433026313782
,0.001,90,,,,,,,,,,,,,,,
9,,99,,,,,,2.093268632888794,2.360675573348999,0.4873276352882385,0.6841447353363037,0.5191013813018799,,,,,
9,,99,,,,,,,,,,,1.7423124313354492,1.890981674194336,0.5355189442634583,0.7365042567253113,0.5727722644805908
,0.001,100,,,,,,,,,,,,,,,
10,,109,,,,,,,,,,,1.579918384552002,1.729261875152588,0.4868318736553192,0.6628816723823547,0.4649215042591095
,0.001,110,,,,,,,,,,,,,,,
11,,119,,,,,,,,,,,1.4231802225112915,1.5651004314422607,0.43429315090179443,0.5868629813194275,0.36545947194099426
,0.001,120,,,,,,,,,,,,,,,
12,,129,,,,,,,,,,,1.269149661064148,1.4050850868225098,0.3927572965621948,0.528952956199646,0.2967359721660614
,0.001,130,,,,,,,,,,,,,,,
13,,139,,,,,,,,,,,1.1022754907608032,1.2374320030212402,0.3608163297176361,0.4815572500228882,0.24489077925682068
,0.001,140,,,,,,,,,,,,,,,
14,,149,,,,,,1.155800223350525,1.3000816106796265,0.30553707480430603,0.4030415117740631,0.17772015929222107,,,,,
14,,149,,,,,,,,,,,0.9944499731063843,1.1175649166107178,0.3356763422489166,0.4438266158103943,0.20750173926353455
,0.001,150,,,,,,,,,,,,,,,
15,,159,,,,,,,,,,,0.8925551772117615,1.0056277513504028,0.31210312247276306,0.41025790572166443,0.17674130201339722
,0.001,160,,,,,,,,,,,,,,,
16,,169,,,,,,,,,,,0.7988627552986145,0.9097868800163269,0.29191353917121887,0.3823496997356415,0.15300647914409637
,0.001,170,,,,,,,,,,,,,,,
17,,179,,,,,,,,,,,0.7181110978126526,0.823706865310669,0.2757008969783783,0.36019524931907654,0.13522814214229584
,0.001,180,,,,,,,,,,,,,,,
18,,189,,,,,,,,,,,0.6378253698348999,0.7343769669532776,0.2624484896659851,0.34261733293533325,0.12160586565732956
,0.001,190,,,,,,,,,,,,,,,
19,,199,,,,,,0.4628857970237732,0.5778589248657227,0.24159970879554749,0.31362733244895935,0.100717693567276,,,,,
19,,199,,,,,,,,,,,0.5754398107528687,0.6670047640800476,0.25127315521240234,0.3277355134487152,0.11078540980815887
,0.001,200,,,,,,,,,,,,,,,
20,,209,,,,,,,,,,,0.5255035161972046,0.6128441095352173,0.24148759245872498,0.3148405849933624,0.10188911110162735
,0.001,210,,,,,,,,,,,,,,,
21,,219,,,,,,,,,,,0.4809325337409973,0.5623595118522644,0.23299065232276917,0.3036940097808838,0.09447023272514343
,0.001,220,,,,,,,,,,,,,,,
22,,229,,,,,,,,,,,0.45144668221473694,0.5310245752334595,0.22540192306041718,0.2937925457954407,0.08827077597379684
,0.001,230,,,,,,,,,,,,,,,
23,,239,,,,,,,,,,,0.4181600511074066,0.49393877387046814,0.21842443943023682,0.28458157181739807,0.08261656016111374
,0.001,240,,,,,,,,,,,,,,,
24,,249,,,,,,0.41597262024879456,0.4976900815963745,0.19653156399726868,0.25345826148986816,0.06607562303543091,,,,,
24,,249,,,,,,,,,,,0.39508047699928284,0.468881219625473,0.21213074028491974,0.2763062119483948,0.07778017222881317
,0.001,250,,,,,,,,,,,,,,,
25,,259,,,,,,,,,,,0.3695608377456665,0.4420749545097351,0.20621472597122192,0.26854872703552246,0.07335153222084045
,0.001,260,,,,,,,,,,,,,,,
26,,269,,,,,,,,,,,0.3521678149700165,0.4238589107990265,0.2003854662179947,0.2610872685909271,0.0692814514040947
,0.001,270,,,,,,,,,,,,,,,
27,,279,,,,,,,,,,,0.3372201919555664,0.40489834547042847,0.19487296044826508,0.25415000319480896,0.06558572500944138
,0.001,280,,,,,,,,,,,,,,,
28,,289,,,,,,,,,,,0.3234477937221527,0.38961827754974365,0.18963077664375305,0.24755752086639404,0.06218990683555603
,0.001,290,,,,,,,,,,,,,,,
29,,299,,,,,,0.3083675503730774,0.3481983244419098,0.17281612753868103,0.222716823220253,0.05031917989253998,,,,,
29,,299,,,,,,,,,,,0.3053620457649231,0.36966365575790405,0.18496042490005493,0.24174398183822632,0.0592222660779953
,0.001,300,,,,,,,,,,,,,,,
30,,309,,,,,,,,,,,0.29059699177742004,0.35392069816589355,0.180633544921875,0.2363261878490448,0.05654416233301163
,0.001,310,,,,,,,,,,,,,,,
31,,319,,,,,,,,,,,0.2781941294670105,0.34032881259918213,0.17663763463497162,0.23130378127098083,0.05412466451525688
,0.001,320,,,,,,,,,,,,,,,
32,,329,,,,,,,,,,,0.26456141471862793,0.3259379267692566,0.17302566766738892,0.2268393337726593,0.052003879100084305
,0.001,330,,,,,,,,,,,,,,,
33,,339,,,,,,,,,,,0.253991037607193,0.3144153654575348,0.1697084754705429,0.22275377810001373,0.050111621618270874
,0.001,340,,,,,,,,,,,,,,,
34,,349,,,,,,0.3463020324707031,0.4365578591823578,0.15425163507461548,0.198029026389122,0.04072917252779007,,,,,
34,,349,,,,,,,,,,,0.24107518792152405,0.3016694188117981,0.1667117178440094,0.21894089877605438,0.04836580902338028
,0.001,350,,,,,,,,,,,,,,,
35,,359,,,,,,,,,,,0.23295468091964722,0.29195600748062134,0.16390837728977203,0.2153685986995697,0.046772170811891556
,0.001,360,,,,,,,,,,,,,,,
36,,369,,,,,,,,,,,0.22563792765140533,0.2824205756187439,0.16125325858592987,0.21199944615364075,0.04529193788766861
,0.001,370,,,,,,,,,,,,,,,
37,,379,,,,,,,,,,,0.21838325262069702,0.27346834540367126,0.15875014662742615,0.2087804079055786,0.043901216238737106
,0.001,380,,,,,,,,,,,,,,,
38,,389,,,,,,,,,,,0.21069729328155518,0.2645705044269562,0.15641963481903076,0.2057482749223709,0.04260900989174843
,0.001,390,,,,,,,,,,,,,,,
39,,399,,,,,,0.5511059761047363,0.5881180167198181,0.13850967586040497,0.17961707711219788,0.03539849445223808,,,,,
39,,399,,,,,,,,,,,0.2045159786939621,0.2574390172958374,0.1542242020368576,0.20288154482841492,0.04141205921769142
,0.001,400,,,,,,,,,,,,,,,
40,,409,,,,,,,,,,,0.20013834536075592,0.25226137042045593,0.15207619965076447,0.20010069012641907,0.04027623310685158
,0.001,410,,,,,,,,,,,,,,,
41,,419,,,,,,,,,,,0.1956179291009903,0.24684789776802063,0.15001742541790009,0.1974414885044098,0.039202652871608734
,0.001,420,,,,,,,,,,,,,,,
42,,429,,,,,,,,,,,0.19096536934375763,0.24127061665058136,0.14812754094600677,0.19496554136276245,0.03821356222033501
,0.001,430,,,,,,,,,,,,,,,
43,,439,,,,,,,,,,,0.18590646982192993,0.23515209555625916,0.14627590775489807,0.1925567090511322,0.0372602716088295
,0.001,440,,,,,,,,,,,,,,,
44,,449,,,,,,0.1503773182630539,0.17713679373264313,0.1326049268245697,0.17225395143032074,0.029688479378819466,,,,,
